ENSG_ID	logFC	Fold.Change	AveExpr	t	P.Value	adj.P.Val	B	external_gene_id	description
ENSG00000117013	0.0372726510844097	1.02617206053109	2.47170126835687	0.40603339439891	0.695919453337264	0.863063261671975	-6.97577920501325	KCNQ4	potassium voltage-gated channel, KQT-like subfamily, member 4 [Source:HGNC Symbol;Acc:6298]
ENSG00000154975	-0.0492663311331598	-1.03473858353666	1.23508040908861	-0.405948032446956	0.69597955305043	0.863081649603421	-6.97581731297992	CA10	carbonic anhydrase X [Source:HGNC Symbol;Acc:1369]
ENSG00000105855	-0.0366746267758649	-1.02574678100422	1.40357577587919	-0.405733774718314	0.696130412948817	0.863212579189296	-6.97591292984709	ITGB8	integrin, beta 8 [Source:HGNC Symbol;Acc:6163]
ENSG00000230733	-0.0381093974958064	-1.02676740106754	4.31112528602343	-0.405424549898224	0.696348165245229	0.863386282732404	-6.97605084251278	AC092171.4	
ENSG00000130402	-0.0612139941642242	-1.04334334059833	6.50009550836482	-0.405406222175326	0.696361072350684	0.863386282732404	-6.97605901342231	ACTN4	actinin, alpha 4 [Source:HGNC Symbol;Acc:166]
ENSG00000011405	-0.0442212599833329	-1.03112644613269	5.76452356255634	-0.405264306942414	0.696461018251704	0.863399213973311	-6.97612227044279	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide [Source:HGNC Symbol;Acc:8971]
ENSG00000233070	0.0724842888052801	1.05152582963627	1.50520275300746	0.405190576310982	0.696512946652666	0.863399213973311	-6.97615512662197	ZFYAS	ZFY antisense RNA (non-protein coding) [Source:HGNC Symbol;Acc:38798]
ENSG00000245025	-0.0658830354717899	-1.04672541670222	1.46605480501068	-0.40513660480153	0.696550959815639	0.863399213973311	-6.97617917402328	RP11-875O11.1	
ENSG00000245902	0.0584652323461947	1.04135735472557	1.60830550239337	0.405087863403834	0.696585290102454	0.863399213973311	-6.97620088847459	AC006116.1	
ENSG00000185024	-0.0340555143828154	-1.02388629844447	2.89301714087408	-0.405069890070711	0.696597949544875	0.863399213973311	-6.97620889502177	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae) [Source:HGNC Symbol;Acc:11551]
ENSG00000166997	-0.0584074974321558	-1.04131568169513	3.43241501232464	-0.404887998982535	0.696726069520518	0.863501871625221	-6.9762899025679	CNPY4	canopy 4 homolog (zebrafish) [Source:HGNC Symbol;Acc:28631]
ENSG00000167807	0.0717038541925001	1.05095715420354	6.00941939930873	0.404782512719849	0.696800376451313	0.863537825955134	-6.9763368662789	FDX1L	ferredoxin 1-like [Source:HGNC Symbol;Acc:30546]
ENSG00000090376	-0.0303887626246002	-1.02128729462909	1.55388678648369	-0.404705287359378	0.696854777986223	0.863549108653755	-6.97637124047909	IRAK3	interleukin-1 receptor-associated kinase 3 [Source:HGNC Symbol;Acc:17020]
ENSG00000139915	0.0296303276966952	1.02075053781748	1.50347189643341	0.404570667799749	0.69694961546457	0.863578373225196	-6.9764311467088	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:HGNC Symbol;Acc:19835]
ENSG00000106538	-0.0438430622019146	-1.03085617513773	2.77900605565897	-0.404543165236162	0.696968991315719	0.863578373225196	-6.97644338310944	RARRES2	retinoic acid receptor responder (tazarotene induced) 2 [Source:HGNC Symbol;Acc:9868]
ENSG00000138079	0.06606169725952	1.0468550500682	1.98786074574674	0.404402308108577	0.697068230417046	0.863628494796724	-6.97650604057188	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1 [Source:HGNC Symbol;Acc:11025]
ENSG00000082074	-0.0370402562017602	-1.02600677408978	1.58233833496118	-0.404357151792945	0.697100046051825	0.863628494796724	-6.97652612302871	FYB	FYN binding protein [Source:HGNC Symbol;Acc:4036]
ENSG00000236295	0.0326939608958199	1.02292045445604	1.27676232125275	0.404199757711079	0.697210945706169	0.863709758200169	-6.976596104421	AC007563.1	
ENSG00000140795	0.0339892101919455	1.02383924318286	1.48555073742831	0.404051920304796	0.697315118859132	0.863782678747921	-6.97666181291226	MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:29826]
ENSG00000162734	0.0340550561128747	1.02388597320856	8.2436450116204	0.403820991881919	0.697477855624469	0.863928129401915	-6.97676440635723	PEA15	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]
ENSG00000162946	-0.0402573520796001	-1.02829724090799	1.38807677566856	-0.403725816033948	0.69754493155857	0.863955078952221	-6.97680667332236	DISC1	disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:2888]
ENSG00000198899	0.0337482559694013	1.02366825916918	13.288616630434	0.40357137281869	0.697653782716449	0.864033762990086	-6.97687524023019	MT-ATP6	mitochondrially encoded ATP synthase 6 [Source:HGNC Symbol;Acc:7414]
ENSG00000166333	-0.0370754249573553	-1.02603178548877	7.9404104450777	-0.403493063060844	0.697708978092924	0.864045989240191	-6.97690999718184	ILK	integrin-linked kinase [Source:HGNC Symbol;Acc:6040]
ENSG00000204304	-0.049236255720734	-1.03471701288978	3.29997904021832	-0.403322386821347	0.697829283197008	0.864133574844927	-6.9769857276299	PBX2	Pre-B-cell leukemia transcription factor 2 (Homeobox protein PBX2)(Protein G17) [Source:UniProtKB/Swiss-Prot;Acc:P40425]
ENSG00000162601	-0.0371858647807599	-1.02611033230793	3.04120530655983	-0.403235057565691	0.697890842796217	0.864133574844927	-6.9770244644697	MYSM1	Myb-like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:29401]
ENSG00000237463	0.0491726956572096	1.03467142790577	1.81398993965975	0.403199814595138	0.697915686733494	0.864133574844927	-6.97704009500026	RP11-280O1.2	
ENSG00000105968	0.033892336977047	1.02377049735207	8.05174843895072	0.402972851972076	0.698075689573574	0.864227766335967	-6.97714072333519	H2AFV	H2A histone family, member V [Source:HGNC Symbol;Acc:20664]
ENSG00000165556	-0.0473424463901202	-1.03335964276183	1.65115849159835	-0.402963296576941	0.698082426238331	0.864227766335967	-6.97714495871673	CDX2	caudal type homeobox 2 [Source:HGNC Symbol;Acc:1806]
ENSG00000096872	-0.0445860468418893	-1.03138720043229	4.0666941771144	-0.402606709240836	0.698333845004075	0.864482884490759	-6.97730294550683	IFT74	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]
ENSG00000089250	0.0289216218489348	1.02024923005642	1.5262665201121	0.402534208730369	0.698384967778412	0.864490034785251	-6.97733505062581	NOS1	nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872]
ENSG00000078304	-0.0287723437208847	-1.02014366858172	7.92994338367517	-0.402388626927091	0.698487627850622	0.864511878832282	-6.97739950132239	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma [Source:HGNC Symbol;Acc:9311]
ENSG00000167157	-0.038254946026004	-1.02687099331716	2.94352677484874	-0.402359948015078	0.698507852174706	0.864511878832282	-6.97741219516522	PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:21338]
ENSG00000134744	-0.0540867952490598	-1.03820172883431	1.95602946126325	-0.402316264406556	0.698538658284331	0.864511878832282	-6.97743152871232	ZCCHC11	zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]
ENSG00000112769	-0.03333519441777	-1.0233752121555	1.60040037787774	-0.402163194303867	0.698646609557487	0.86458935180811	-6.97749925880488	LAMA4	laminin, alpha 4 [Source:HGNC Symbol;Acc:6484]
ENSG00000226848	0.0324481978340643	1.02274621482517	8.13409311471087	0.401908282784256	0.69882639988934	0.864717540269572	-6.97761199664487	AC087071.2	Putative uncharacterized protein PNAS-138  [Source:UniProtKB/Swiss-Prot;Acc:Q9BZS9]
ENSG00000162782	0.0559015430887007	1.0395084913619	4.08944248618191	0.401887708645214	0.698840911819833	0.864717540269572	-6.97762109283115	TDRD5	tudor domain containing 5 [Source:HGNC Symbol;Acc:20614]
ENSG00000127252	0.0338231817492249	1.02372142434416	1.62774949701754	0.401644823060173	0.699012240762041	0.864872705403975	-6.97772844307018	HRASLS	HRAS-like suppressor [Source:HGNC Symbol;Acc:14922]
ENSG00000240498	-0.067838567669025	-1.04814518531858	1.40449802550907	-0.401533147434716	0.69909102179264	0.864872705403975	-6.97777778044392	CDKN2BAS	CDKN2B antisense RNA (non-protein coding) [Source:HGNC Symbol;Acc:34341]
ENSG00000149179	-0.0351078801864615	-1.0246334390262	6.80522783657868	-0.401517001178895	0.699102412414774	0.864872705403975	-6.9777849126394	C11orf49	UPF0705 protein C11orf49  [Source:UniProtKB/Swiss-Prot;Acc:Q9H6J7]
ENSG00000100427	0.0488518016339501	1.03444131485657	1.36301238049182	0.401436595021342	0.699159137381906	0.864886755891808	-6.97782042591121	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1 [Source:HGNC Symbol;Acc:17082]
ENSG00000120498	0.0349725772657554	1.02453734845109	1.4282318681698	0.401241578855981	0.699296725889776	0.864900094519756	-6.97790653108204	TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:11733]
ENSG00000187583	-0.0710798121735201	-1.05050265787329	2.97987793230267	-0.40124143269219	0.699296829016256	0.864900094519756	-6.97790659560246	PLEKHN1	pleckstrin homology domain containing, family N member 1 [Source:HGNC Symbol;Acc:25284]
ENSG00000231473	-0.0303338244741098	-1.0212484045205	1.45993441513098	-0.401228399301037	0.699306024807361	0.864900094519756	-6.97791234878333	RP11-305D15.2	
ENSG00000161016	0.0280852081581493	1.01965790404546	13.1708250671036	0.401138073709143	0.699369756061227	0.864900399324064	-6.97795221525609	RPL8	ribosomal protein L8 [Source:HGNC Symbol;Acc:10368]
ENSG00000178467	0.0359634057652398	1.02524123211946	7.62522121989679	0.401078018796528	0.699412130572587	0.864900399324064	-6.97797871657789	P4HTM	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:HGNC Symbol;Acc:28858]
ENSG00000150637	-0.052143582233195	-1.03680428240068	1.90619464280637	-0.401035154681089	0.699442376016528	0.864900399324064	-6.97799762953643	CD226	CD226 molecule [Source:HGNC Symbol;Acc:16961]
ENSG00000163959	0.0546037585238699	1.03857381602003	1.37987094699712	0.400896897789917	0.699539935695654	0.864928797062152	-6.97805861950543	AC069257.9	Organic solute transporter subunit alpha (OST-alpha) [Source:UniProtKB/Swiss-Prot;Acc:Q86UW1]
ENSG00000167618	-0.0779186066143149	-1.05549416751483	1.6090761139065	-0.400840768778396	0.699579544316891	0.864928797062152	-6.97808337423192	LAIR2	leukocyte-associated immunoglobulin-like receptor 2 [Source:HGNC Symbol;Acc:6478]
ENSG00000104915	0.040402165239791	1.02840046330961	6.63351055881531	0.400809726451029	0.699601450414309	0.864928797062152	-6.97809706348529	STX10	syntaxin 10 [Source:HGNC Symbol;Acc:11428]
ENSG00000214456	-0.0390139580395696	-1.02741137951109	2.59799318001762	-0.400502695788953	0.699818133540043	0.865127351820762	-6.97823240520462	PLIN5	perilipin 5 [Source:HGNC Symbol;Acc:33196]
ENSG00000183091	0.0389974758348501	1.02739964182053	1.96004754909014	0.400403972022615	0.699887812903312	0.865127351820762	-6.9782759023605	NEB	nebulin [Source:HGNC Symbol;Acc:7720]
ENSG00000238005	-0.0368308361982796	-1.02585785089951	1.91075066695217	-0.400389265880881	0.69989819277862	0.865127351820762	-6.97828238092734	RP11-443B7.1	
ENSG00000114124	-0.0332669083247994	-1.02332677458618	1.06682547287946	-0.400171859456925	0.700051650280674	0.865243313222792	-6.97837812941243	GRK7	G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:17031]
ENSG00000145022	-0.0424721049989998	-1.02987704345826	5.73405564871456	-0.400127760747606	0.700082779398949	0.865243313222792	-6.97839754495078	TCTA	T-cell leukemia translocation altered gene [Source:HGNC Symbol;Acc:11692]
ENSG00000251082	0.029681488882185	1.02078673655117	2.0392906312993	0.399885016289686	0.700254142724979	0.865343698653479	-6.97850438243891	AP005329.1	
ENSG00000105707	-0.0778224517184349	-1.0554238217059	3.01500410075361	-0.399826430630621	0.700295503520629	0.865343698653479	-6.97853015804318	HPN	hepsin [Source:HGNC Symbol;Acc:5155]
ENSG00000107859	0.0450496966093596	1.03171871837065	2.01340133506334	0.399759104221756	0.700343036510348	0.865343698653479	-6.97855977479613	PITX3	paired-like homeodomain 3 [Source:HGNC Symbol;Acc:9006]
ENSG00000176401	0.0383427663237548	1.02693350331313	3.56126599949192	0.399755517289653	0.700345568953238	0.865343698653479	-6.97856135254628	EID2B	EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:26796]
ENSG00000184009	0.0319030624499455	1.02235983391078	12.1320829063232	0.399496653177615	0.700528342608132	0.865513436388946	-6.97867518084678	ACTG1	actin, gamma 1 [Source:HGNC Symbol;Acc:144]
ENSG00000153896	-0.0415407588140602	-1.02921241060567	1.61248674720078	-0.399187692845849	0.700746514636863	0.865726884520586	-6.97881094505053	ZNF599	zinc finger protein 599 [Source:HGNC Symbol;Acc:26408]
ENSG00000157796	-0.0303359532635552	-1.02124991143941	2.28219691279577	-0.398785129579862	0.701030829032822	0.865993452463658	-6.97898768944592	WDR19	WD repeat domain 19 [Source:HGNC Symbol;Acc:18340]
ENSG00000162728	0.0428457587646396	1.03014381312345	1.78320761551626	0.398753550417609	0.701053134277782	0.865993452463658	-6.97900154696682	KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9 [Source:HGNC Symbol;Acc:6270]
ENSG00000141837	0.06269537947195	1.04441521458775	2.1768558108182	0.398686682489106	0.701100365992299	0.86599568337937	-6.97903088637914	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:HGNC Symbol;Acc:1388]
ENSG00000198496	-0.0578853732770344	-1.04093888848328	2.6770478603677	-0.39861567335102	0.701150524350682	0.866001528747742	-6.9790620376514	NBR2	neighbor of BRCA1 gene 2 (non-protein coding) [Source:HGNC Symbol;Acc:20691]
ENSG00000080493	-0.0337373816429201	-1.0236605432898	1.48392748698405	-0.398512325253644	0.701223528624944	0.866035588864079	-6.97910736632088	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4 [Source:HGNC Symbol;Acc:11030]
ENSG00000109132	-0.0663488667697751	-1.04706344807699	1.3278819602422	-0.398223796090822	0.701427360971436	0.866230736044505	-6.97923385610638	PHOX2B	paired-like homeobox 2b [Source:HGNC Symbol;Acc:9143]
ENSG00000154096	-0.0346274241232054	-1.02429226547916	2.0617407042897	-0.398160027309259	0.701472414134236	0.866230736044505	-6.97926180017905	THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:11801]
ENSG00000171551	-0.0461615839059299	-1.03251417206994	1.93039473526816	-0.398068490438497	0.701537087894481	0.866233209703037	-6.97930190498626	ECEL1	endothelin converting enzyme-like 1 [Source:HGNC Symbol;Acc:3147]
ENSG00000177460	0.0314326549528503	1.02202653593735	1.63681475960342	0.398028570227884	0.701565293632757	0.866233209703037	-6.97931939235392	RP11-352J4.2	
ENSG00000174748	0.0291932973360485	1.02044137239978	11.4793279354581	0.39773944249215	0.701769592484017	0.866397246444368	-6.97944599687623	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:10306]
ENSG00000161570	0.046637850543775	1.03285508488765	2.7654776301804	0.39771192034698	0.701789041103333	0.866397246444368	-6.97945804379571	CCL5	chemokine (C-C motif) ligand 5 [Source:HGNC Symbol;Acc:10632]
ENSG00000176393	0.0338799420069815	1.02376170162615	8.68110974347559	0.397214273170568	0.702140745907926	0.866775314381189	-6.9796757346731	RNPEP	arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:10078]
ENSG00000006606	0.0557681228794402	1.03941236222606	2.05215798025602	0.397073482640758	0.702240261531522	0.866842032234974	-6.97973727467549	CCL26	chemokine (C-C motif) ligand 26 [Source:HGNC Symbol;Acc:10625]
ENSG00000230891	0.0653210226188199	1.04631773624808	1.58469094768806	0.396953196756415	0.702325288647564	0.866871100995671	-6.97978983545646	AC103588.1	HCG1813935Putative uncharacterized protein ENSP00000389880 ; [Source:UniProtKB/TrEMBL;Acc:C9JLB4]
ENSG00000147437	-0.0345973055774904	-1.02427088197778	1.64938184599891	-0.396911514610426	0.702354753775658	0.866871100995671	-6.97980804555291	GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone) [Source:HGNC Symbol;Acc:4419]
ENSG00000168802	0.0303870085451998	1.02128605291282	2.46376580490633	0.396804543195996	0.702430374390754	0.866908309534883	-6.979854770833	CHTF8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24353]
ENSG00000182048	0.03310607404031	1.02321269860262	1.47313916067769	0.396674094006112	0.702522596815065	0.86696600114464	-6.97991173489508	TRPC2	transient receptor potential cation channel, subfamily C, member 2, pseudogene [Source:HGNC Symbol;Acc:12334]
ENSG00000177468	-0.0463402703012752	-1.0326420630353	1.78073137572895	-0.396592390489313	0.702580360668915	0.866981163557006	-6.97994740373072	OLIG3	oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:18003]
ENSG00000166342	-0.0359620919418602	-1.02524029846041	1.6189074680087	-0.396400078028185	0.702716332516129	0.867092826089805	-6.98003133266298	NETO1	neuropilin (NRP) and tolloid (TLL)-like 1 [Source:HGNC Symbol;Acc:13823]
ENSG00000144504	-0.0307419425378401	-1.0215373421457	2.06686984484956	-0.396247284948059	0.702824370928888	0.867170008891872	-6.98009798672741	ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:20987]
ENSG00000111218	-0.0376670529702048	-1.02645263231574	1.896360794785	-0.39566219201913	0.703238151154815	0.867624392545651	-6.98035299825783	PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:5188]
ENSG00000169035	0.0370472099622199	1.02601171943327	2.23606571934917	0.395551666840041	0.70331632696754	0.867664690177259	-6.98040112983434	KLK7	kallikrein-related peptidase 7 [Source:HGNC Symbol;Acc:6368]
ENSG00000130177	-0.02978210453416	-1.02085793018646	8.02132955789086	-0.395485784272931	0.703362928316991	0.867666032446946	-6.98042981428068	CDC16	cell division cycle 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:1720]
ENSG00000185838	0.098310686086299	1.07051921118557	3.73781102477	0.395171786568373	0.703585049829061	0.867883881587914	-6.98056646197207	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:HGNC Symbol;Acc:4397]
ENSG00000143612	-0.0288036175206976	-1.02016578282885	9.65494287054591	-0.394897783476894	0.70377890418489	0.868029579628478	-6.98068561945155	C1orf43	Uncharacterized protein C1orf43 (Hepatitis C virus NS5A-transactivated protein 4)(HCV NS5A-transactivated protein 4)(Protein NICE-3)(S863-3) [Source:UniProtKB/Swiss-Prot;Acc:Q9BWL3]
ENSG00000123999	0.04893705412261	1.03450244440901	2.58982370868031	0.394859177285468	0.703806219536347	0.868029579628478	-6.98070240199977	INHA	inhibin, alpha [Source:HGNC Symbol;Acc:6065]
ENSG00000121390	-0.0519552084526609	-1.03666891492059	7.03284912498548	-0.394811769470626	0.70383976300341	0.868029579628478	-6.98072300855971	PSPC1	paraspeckle component 1 [Source:HGNC Symbol;Acc:20320]
ENSG00000116678	0.0277217614441949	1.01940106207406	1.552644021571	0.39462909954482	0.703969017879445	0.868132825981871	-6.98080238674841	LEPR	leptin receptor [Source:HGNC Symbol;Acc:6554]
ENSG00000067113	0.0879953821647952	1.06289227220559	5.75944222257463	0.394488458573918	0.704068540651496	0.868199395794315	-6.98086347747529	PPAP2A	phosphatidic acid phosphatase type 2A [Source:HGNC Symbol;Acc:9228]
ENSG00000114098	0.0360766209640353	1.02532169087279	4.4577250687264	0.394028554110864	0.704394028866344	0.868490561229537	-6.98106310195268	ARMC8	armadillo repeat containing 8 [Source:HGNC Symbol;Acc:24999]
ENSG00000123992	-0.0299638886660603	-1.02098656961436	8.3552418735433	-0.394026086897003	0.704395775164242	0.868490561229537	-6.98106417226006	DNPEP	aspartyl aminopeptidase [Source:HGNC Symbol;Acc:2981]
ENSG00000010327	0.0282544444763897	1.01977752272188	1.62173117725327	0.39355597395529	0.704728556199752	0.868733921505129	-6.98126799560391	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:18628]
ENSG00000229950	0.0368416471620254	1.02586553828546	2.01728645565014	0.393535331533994	0.704743170012223	0.868733921505129	-6.98127694003172	RP1-290I10.6	
ENSG00000174957	-0.0364260848365382	-1.02557008452429	1.03016050998852	-0.393471751048599	0.704788182675932	0.868733921505129	-6.98130448683213	OR5J2	olfactory receptor, family 5, subfamily J, member 2 [Source:HGNC Symbol;Acc:19612]
ENSG00000243660	-0.036544274757869	-1.02565410575493	5.42681956344809	-0.393471472066915	0.704788380187538	0.868733921505129	-6.98130460769397	ZNF487	zinc finger protein 487, pseudogene [Source:HGNC Symbol;Acc:23488]
ENSG00000232453	0.059091779664495	1.04180970351599	1.89470990589159	0.393425396143036	0.704821001044892	0.868733921505129	-6.98132456780717	RP4-794H19.1	
ENSG00000155975	-0.0298464446684097	-1.02090345858925	6.16768423183649	-0.393247138097624	0.704947210448069	0.868762325491763	-6.98140176815222	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24928]
ENSG00000072310	0.0435810865628445	1.03066900135576	4.90936248150953	0.393139059152592	0.705023736761153	0.868762325491763	-6.98144855884239	SREBF1	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:11289]
ENSG00000165164	0.041025544436085	1.02884492451594	1.44655151856279	0.393135678641412	0.705026130422045	0.868762325491763	-6.98145002217027	CXorf22	chromosome X open reading frame 22 [Source:HGNC Symbol;Acc:28546]
ENSG00000180447	-0.0349425270344048	-1.02451600834606	1.73164672078333	-0.39313539807411	0.705026329085348	0.868762325491763	-6.98145014361939	GAS1	growth arrest-specific 1 [Source:HGNC Symbol;Acc:4165]
ENSG00000181908	-0.0562657169803098	-1.03977092356371	1.95168723135319	-0.392997401848467	0.705124044008274	0.868826575424879	-6.98150986794053	AP003774.4	HCG1652096, isoform CRA_acDNA FLJ37045 fis, clone BRACE2012185 ; [Source:UniProtKB/TrEMBL;Acc:Q8N9J4]
ENSG00000169224	0.050020136756195	1.03527937389649	1.70948801697193	0.392681049969452	0.705348074485123	0.869046448134452	-6.98164670805791	C1orf150	Putative uncharacterized protein C1orf150  [Source:UniProtKB/Swiss-Prot;Acc:Q5JQS6]
ENSG00000006468	-0.0314122016332752	-1.02201204660552	1.59154429915456	-0.392453312014482	0.705509370472947	0.869189003405471	-6.98174515214702	ETV1	ets variant 1 [Source:HGNC Symbol;Acc:3490]
ENSG00000007312	-0.0559899268431949	-1.03957217666963	2.39400788695511	-0.392323943894291	0.705601002896745	0.869245720143687	-6.98180104957615	CD79B	CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:1699]
ENSG00000145920	0.0485587432062955	1.03423120741964	2.24337286303788	0.392028882063756	0.705810016735343	0.869447025009212	-6.98192847381779	CPLX2	complexin 2 [Source:HGNC Symbol;Acc:2310]
ENSG00000156990	-0.0274603070122499	-1.01921633642612	5.27423054343341	-0.391837578170609	0.705945545583597	0.86951152245462	-6.98201104038316	RPUSD3	RNA pseudouridylate synthase domain containing 3 [Source:HGNC Symbol;Acc:28437]
ENSG00000154479	-0.0333365839763951	-1.02337619783889	1.40848183110255	-0.391728530868334	0.706022804963062	0.86951152245462	-6.98205808777417	C2orf77	Uncharacterized protein C2orf77  [Source:UniProtKB/Swiss-Prot;Acc:Q0VFZ6]
ENSG00000147044	-0.031477894421764	-1.02205858474969	3.46960199524269	-0.391677907140796	0.706058672823957	0.86951152245462	-6.98207992461277	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:1497]
ENSG00000099795	-0.0345826955477992	-1.0242605093406	10.3551993230683	-0.391661927574859	0.706069994810096	0.86951152245462	-6.98208681692862	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa [Source:HGNC Symbol;Acc:7702]
ENSG00000166025	-0.0293057047341092	-1.02052088305521	3.95575663102713	-0.391633091947722	0.706090425887535	0.86951152245462	-6.98209925364524	AMOTL1	angiomotin like 1 [Source:HGNC Symbol;Acc:17811]
ENSG00000143217	0.0460033243229248	1.03240091438521	3.48351296662176	0.391410513642356	0.706248139222121	0.869630183562938	-6.98219522139476	PVRL4	poliovirus receptor-related 4 [Source:HGNC Symbol;Acc:19688]
ENSG00000241409	0.0841734337919597	1.06008021343303	1.47129326173129	0.391368348850691	0.706278017840169	0.869630183562938	-6.98221339543284	AC064852.4	
ENSG00000101445	0.0336097570811751	1.02356999161664	1.58770760854684	0.391274111430792	0.706344797898453	0.869656240450536	-6.98225400722853	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B [Source:HGNC Symbol;Acc:15850]
ENSG00000186723	-0.0734845373219901	-1.05225512572316	2.18392351153026	-0.390846272019618	0.706648014788726	0.869946419599592	-6.98243826733767	OR10H1	olfactory receptor, family 10, subfamily H, member 1 [Source:HGNC Symbol;Acc:8172]
ENSG00000181029	-0.0335136658642075	-1.0235018186432	7.85267217598163	-0.390742815979679	0.706721344249073	0.869946419599592	-6.98248279429326	TRAPPC5	trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:23067]
ENSG00000171792	-0.0303309458858383	-1.02124636684056	7.90892978706149	-0.390736383945372	0.706725903372346	0.869946419599592	-6.98248556223449	C12orf32	
ENSG00000197171	0.0332378353090101	1.0233061528367	1.83999406245214	0.390684025208245	0.706763016510621	0.869946419599592	-6.9825080924995	OR2B4P	olfactory receptor, family 2, subfamily B, member 4 pseudogene [Source:HGNC Symbol;Acc:8239]
ENSG00000203855	-0.0723009894211599	-1.05139223813729	1.57491135898788	-0.390530860485763	0.706871588202838	0.869997620620176	-6.98257398351183	RP4-599G15.1	
ENSG00000163960	-0.0291003924889752	-1.02037566142518	5.439904145432	-0.390496586405182	0.706895884568114	0.869997620620176	-6.98258872472295	UBXN7	UBX domain protein 7 [Source:HGNC Symbol;Acc:29119]
ENSG00000197779	-0.0316234501010051	-1.02216170698426	2.25978497036761	-0.390382503610959	0.706976758694092	0.87003065552231	-6.98263778254593	ZNF81	zinc finger protein 81 [Source:HGNC Symbol;Acc:13156]
ENSG00000174516	-0.0420752602688355	-1.02959379227912	3.9177492562287	-0.390292630397554	0.707040473285511	0.87003065552231	-6.98267642008366	PELI3	pellino homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:30010]
ENSG00000158828	-0.0457799161091299	-1.03224105455329	1.51098935736323	-0.390265597583484	0.707059638376372	0.87003065552231	-6.98268804013285	PINK1	PTEN induced putative kinase 1 [Source:HGNC Symbol;Acc:14581]
ENSG00000167779	-0.0825612378486351	-1.05889624703638	2.74713682677265	-0.39014528190154	0.707144939689142	0.870039744338267	-6.98273974842604	IGFBP6	insulin-like growth factor binding protein 6 [Source:HGNC Symbol;Acc:5475]
ENSG00000148680	-0.032831137004975	-1.02301772166442	1.90173611244392	-0.390093438242417	0.707181697133372	0.870039744338267	-6.98276202465073	HTR7	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled) [Source:HGNC Symbol;Acc:5302]
ENSG00000105509	0.0637488213874353	1.04517811493725	1.67423126880101	0.390062069395034	0.707203938222082	0.870039744338267	-6.98277550186143	HAS1	hyaluronan synthase 1 [Source:HGNC Symbol;Acc:4818]
ENSG00000171595	-0.0434143338557205	-1.03054987922038	1.4564954090824	-0.389734674750362	0.707436085052596	0.870269182773614	-6.98291610051711	DNAI2	dynein, axonemal, intermediate chain 2 [Source:HGNC Symbol;Acc:18744]
